HH Income,Home Ownership,Ethnicity,dummy for Children,Year Of Residence,Age range,Language,City,County,Zip Code,weekly fee,Deliveryperiod,Nielsen Prizm,reward program,Source Channel,target
"Under $20,000",RENTER,Hispanic,N,8,50-54,Spanish,SANTA ANA,ORANGE,92701,$4.00 - $4.99,7Day,FE,0,Crew,0
"$100,000 - $124,999",OWNER,English,N,7,40-44,English,NEWPORT BEACH,ORANGE,92663,$7.00 - $7.99,7Day,MW,0,Crew,0
"Under $20,000",RENTER,Hispanic,N,1,24 years or less,English,ORANGE,ORANGE,92868,$0.01 - $0.50,SunOnly,FE,0,Crew1,1
"$100,000 - $124,999",OWNER,Scottish (Scotch),Y,20,50-54,English,ORANGE,ORANGE,92869,$0.51 - $0.99,7Day,FM,0,TeleIn,0
"$  30,000 - $39,999",RENTER,Hispanic,N,5,45-49,English,WHITTIER,LOS ANGELES,90604,$0.01 - $0.50,SunOnly,YM,0,Crew,0
"$125,000 - $149,999",OWNER,Hispanic,N,6,60-64,English,ORANGE,ORANGE,92869,$0.01 - $0.50,7Day,YW,0,CustCall,1
"$  40,000 - $49,999",OWNER,German,N,8,45-49,English,GARDEN GROVE,ORANGE,92840,$4.00 - $4.99,7Day,YM,0,CustCall,0
"$100,000 - $124,999",OWNER,English,N,5,35-39,English,ANAHEIM,ORANGE,92806,$0 - $0.01,SunOnly,FM,0,Partner,1
"Under $20,000",OWNER,English,N,27,70-74,English,COSTA MESA,ORANGE,92624,$3.00 - $3.99,7Day,MW,0,CustCall,1
"$  50,000 - $59,999",OWNER,Hispanic,N,10,70-74,English,WESTMINSTER,ORANGE,92683,$2.00 - $2.99,Thu-Sun,MM,0,Crew,0
"$  80,000 - $89,999",OWNER,Norwegian,Y,38,75 years or more,English,SANTA ANA,ORANGE,92705,$0.01 - $0.50,SunOnly,FM,0,TeleIn,1
"$  40,000 - $49,999",RENTER,Hispanic,N,1,24 years or less,English,SANTA ANA,ORANGE,92707,$0.01 - $0.50,SunOnly,YM,0,Partner,0
"Under $20,000",OWNER,Hispanic,Y,18,45-49,Spanish,SANTA ANA,ORANGE,92705,$0.01 - $0.50,SunOnly,FE,0,Partner,1
"$  60,000 - $69,999",OWNER,English,N,6,45-49,English,ORANGE,ORANGE,92866,$0.01 - $0.50,SunOnly,MM,0,CustCall,1
"$  70,000 - $79,999",RENTER,Hungarian,N,17,55-59,English,LA HABRA,ORANGE,90631,$1.00 - $1.99,7Day,MM,0,Crew,0
"$  50,000 - $59,999",OWNER,Hungarian,N,37,75 years or more,English,MISSION VIEJO,ORANGE,92692,$2.00 - $2.99,SatSun,MW,0,OutMedia,0
"$125,000 - $149,999",OWNER,German,N,35,75 years or more,English,FULLERTON,ORANGE,92832,$2.00 - $2.99,SunOnly,YW,0,CustCall,0
"$300,000 - $399,999",OWNER,German,N,23,55-59,English,BREA,ORANGE,92821,$10.00 - $10.99,7Day,MM,0,SCinsert,1
"$  60,000 - $69,999",RENTER,Italian,Y,23,45-49,English,FULLERTON,ORANGE,92833,$1.00 - $1.99,SunOnly,FE,0,Partner,0
"$  20,000 - $29,999",OWNER,Hispanic,N,3,75 years or more,Spanish,ANAHEIM,ORANGE,92804,$0.01 - $0.50,SunOnly,FM,0,Crew,1
"$100,000 - $124,999",OWNER,English,N,19,75 years or more,English,ORANGE,ORANGE,92868,$10.00 - $10.99,7Day,MW,1,CustCall,1
"$  20,000 - $29,999",OWNER,English,N,15,60-64,English,BUENA PARK,ORANGE,90620,$0 - $0.01,SunOnly,MW,0,Partner,1
"$  20,000 - $29,999",OWNER,Jewish,N,6,25-29,English,ANAHEIM,ORANGE,92802,$1.00 - $1.99,Thu-Sun,ME,0,CustCall,0
"$  80,000 - $89,999",OWNER,German,N,1,55-59,English,LAKE FOREST,ORANGE,92630,$4.00 - $4.99,7Day,MW,0,VRU,0
"$  60,000 - $69,999",OWNER,English,N,10,40-44,English,ANAHEIM,ORANGE,92804,$4.00 - $4.99,7Day,FM,0,Crew,0
"$  70,000 - $79,999",OWNER,Thai,Y,22,55-59,English,ANAHEIM,ORANGE,92804,$3.00 - $3.99,Thu-Sun,FM,0,Crew,0
"$  40,000 - $49,999",RENTER,Filipino (Philippine),N,4,25-29,English,SANTA ANA,ORANGE,92703,$2.00 - $2.99,Thu-Sun,FE,0,TeleIn,0
"$100,000 - $124,999",RENTER,German,Y,4,50-54,English,ANAHEIM,ORANGE,92806,$0 - $0.01,SunOnly,YW,0,Partner,1
"Under $20,000",RENTER,Vietnamese,N,5,65-69,English,WESTMINSTER,ORANGE,92683,$0.01 - $0.50,SunOnly,ME,0,Partner,1
"Under $20,000",RENTER,English,N,2,75 years or more,English,SEAL BEACH,ORANGE,90740,$4.00 - $4.99,7Day,ME,0,TeleIn,1
"$150,000 - $174,999",OWNER,Irish,N,8,45-49,English,ANAHEIM,ORANGE,92808,$0.01 - $0.50,SunOnly,MW,0,Partner,0
"Under $20,000",RENTER,Hispanic,N,18,45-49,English,LONG BEACH,LOS ANGELES,90806,$0.01 - $0.50,SunOnly,FE,0,Crew,1
"$300,000 - $399,999",OWNER,Dutch,N,21,55-59,English,HUNTINGTON BEACH,ORANGE,92648,$5.00 - $5.99,Fri-Sun,MW,0,CustCall,0
"$300,000 - $399,999",OWNER,English,N,21,60-64,English,LAKE FOREST,ORANGE,92629,$0.01 - $0.50,SunOnly,MW,0,Internet,1
"Under $20,000",OWNER,Hispanic,N,5,50-54,English,SANTA ANA,ORANGE,92704,$0 - $0.01,SunOnly,FM,0,Partner,1
"$  60,000 - $69,999",OWNER,German,N,9,30-34,English,HUNTINGTON BEACH,ORANGE,92648,$5.00 - $5.99,Thu-Sun,FM,0,Crew,0
"$400,000 - $499,999",OWNER,unknown,N,21,60-64,English,VILLA PARK,ORANGE,92861,$3.00 - $3.99,7Day,MW,0,CustCall,1
"$  20,000 - $29,999",RENTER,German,N,2,30-34,English,IRVINE,ORANGE,92612,$4.00 - $4.99,Soooooo,MM,1,Crew,0
"Under $20,000",OWNER,Scottish (Scotch),N,38,50-54,English,GARDEN GROVE,ORANGE,92843,$0 - $0.01,SunOnly,FM,0,Partner,0
"$  40,000 - $49,999",OWNER,Hispanic,N,37,55-59,English,SANTA ANA,ORANGE,92707,$4.00 - $4.99,7Day,FM,0,CustCall,1
"$  50,000 - $59,999",OWNER,Filipino (Philippine),N,31,65-69,English,BUENA PARK,ORANGE,90620,$0 - $0.01,Thu-Sun,MW,0,CircAdm,0
"$  70,000 - $79,999",OWNER,Indian,N,10,55-59,English,RANCHO SANTA MARGARITA,ORANGE,92688,$0.51 - $0.99,Thu-Sun,YM,0,TeleOut,0
"$125,000 - $149,999",OWNER,English,N,44,75 years or more,English,IRVINE,ORANGE,92605,$10.00 - $10.99,7Day,MW,0,TeleIn,1
"$  90,000 - $99,999",OWNER,English,N,36,75 years or more,English,HUNTINGTON BEACH,ORANGE,92649,$10.00 - $10.99,7Day,MW,0,CustCall,1
"$200,000 - $249,999",OWNER,Italian,N,2,40-44,English,ALISO VIEJO,ORANGE,92656,$0.01 - $0.50,SunOnly,FW,0,Partner,0
"$  20,000 - $29,999",RENTER,Hispanic,Y,12,50-54,Spanish,LONG BEACH,LOS ANGELES,90810,$0.01 - $0.50,SunOnly,FM,0,Crew,1
"$200,000 - $249,999",OWNER,unknown,Y,18,55-59,English,LOS ALAMITOS,ORANGE,90720,$0.01 - $0.50,SunOnly,MW,0,Partner,1
"$100,000 - $124,999",OWNER,English,N,40,75 years or more,English,SAN CLEMENTE,ORANGE,92672,$6.00 - $6.99,7Day,YW,0,CustCall,1
"$150,000 - $174,999",OWNER,Arab,N,16,40-44,English,IRVINE,ORANGE,92603,$1.00 - $1.99,SunOnly,YW,0,Internet,0
"$  30,000 - $39,999",RENTER,English,N,3,30-34,English,HUNTINGTON BEACH,ORANGE,92647,$4.00 - $4.99,7Day,YM,0,Crew,0
"$  80,000 - $89,999",OWNER,Hispanic,Y,23,45-49,English,LA HABRA,ORANGE,90631,$0 - $0.01,SunOnly,MW,0,Partner,0
"$  70,000 - $79,999",OWNER,English,N,4,75 years or more,English,ORANGE,ORANGE,92869,$2.00 - $2.99,Thu-Sun,MM,0,CustCall,0
"Under $20,000",RENTER,English,N,2,24 years or less,English,SANTA ANA,ORANGE,92704,$0 - $0.01,7Day,YM,0,Crew,1
"$  20,000 - $29,999",OWNER,Irish,N,13,70-74,English,WESTMINSTER,ORANGE,92683,$10.00 - $10.99,7Day,MM,0,VRU,1
"$  50,000 - $59,999",RENTER,Korean,N,2,50-54,English,CYPRESS,ORANGE,90630,$0 - $0.01,SunOnly,YM,0,Partner,1
"Under $20,000",RENTER,Hispanic,N,1,25-29,English,SANTA ANA,ORANGE,92704,$0.01 - $0.50,SunOnly,FE,0,Crew1,1
"$  60,000 - $69,999",OWNER,Hispanic,N,15,55-59,Spanish,ANAHEIM,ORANGE,92805,$0.01 - $0.50,SunOnly,MW,0,Crew,1
"Under $20,000",OWNER,Hispanic,Y,12,35-39,Spanish,HAWAIIAN GARDENS,LOS ANGELES,90716,$0 - $0.01,SunOnly,FE,0,Partner,0
"$150,000 - $174,999",OWNER,Irish,N,2,30-34,English,SAN CLEMENTE,ORANGE,92673,$0.01 - $0.50,7Day,FW,0,Internet,1
"$100,000 - $124,999",OWNER,English,N,22,60-64,English,LAKE FOREST,ORANGE,92630,$10.00 - $10.99,7Day,MW,0,CustCall,1
"$  30,000 - $39,999",RENTER,Chinese,N,9,24 years or less,Chinese,IRVINE,ORANGE,92606,$3.00 - $3.99,7Day,YM,0,Crew,0
"$  20,000 - $29,999",OWNER,English,N,40,75 years or more,English,TUSTIN,ORANGE,92780,$2.00 - $2.99,7Day,YW,1,TeleIn,1
"$  90,000 - $99,999",OWNER,English,N,8,75 years or more,English,COSTA MESA,ORANGE,92625,$10.00 - $10.99,7Day,MM,2,Partner,1
"$500,000 Plus",OWNER,unknown,Y,24,55-59,English,MISSION VIEJO,ORANGE,92691,$0.01 - $0.50,SunOnly,MW,0,Partner,1
"Under $20,000",RENTER,Hispanic,N,6,50-54,Spanish,COSTA MESA,ORANGE,92627,$3.00 - $3.99,SoooTFS,ME,0,Crew,0
"$100,000 - $124,999",OWNER,unknown,N,6,55-59,English,LAGUNA NIGUEL,ORANGE,92677,$0.01 - $0.50,Thu-Sun,MW,0,Partner,0
"$  90,000 - $99,999",OWNER,German,N,36,55-59,English,HUNTINGTON BEACH,ORANGE,92646,$4.00 - $4.99,7Day,MW,0,CustCall,0
"$  20,000 - $29,999",OWNER,Vietnamese,N,1,30-34,English,GARDEN GROVE,ORANGE,92843,$3.00 - $3.99,7Day,MM,0,Crew1,0
"$100,000 - $124,999",OWNER,English,N,2,30-34,English,LONG BEACH,LOS ANGELES,90808,$1.00 - $1.99,SunOnly,MW,0,TeleIn,0
"$  40,000 - $49,999",OWNER,Norwegian,N,23,75 years or more,English,LA MIRADA,LOS ANGELES,90638,$1.00 - $1.99,SunOnly,MM,0,CustCall,1
"$100,000 - $124,999",OWNER,Italian,Y,25,45-49,English,FULLERTON,ORANGE,92831,$1.00 - $1.99,SunOnlyT,MM,0,CustCall,0
"$175,000 - $199,999",OWNER,Scottish (Scotch),N,27,55-59,English,GARDEN GROVE,ORANGE,92845,$0 - $0.01,SunOnly,MW,0,Partner,0
"$  50,000 - $59,999",OWNER,Vietnamese,N,18,50-54,English,BUENA PARK,ORANGE,90620,$0.01 - $0.50,SunOnly,FM,0,Partner,0
"$400,000 - $499,999",OWNER,Jewish,N,9,50-54,English,TRABUCO CANYON,ORANGE,92679,$0.01 - $0.50,SunOnly,FW,0,Internet,1
"$  70,000 - $79,999",OWNER,Scottish (Scotch),N,17,55-59,English,FOUNTAIN VALLEY,ORANGE,92707,$1.00 - $1.99,Thu-Sun,MW,0,CustCall,1
"$  20,000 - $29,999",OWNER,Hispanic,Y,20,45-49,Spanish,SANTA ANA,ORANGE,92705,$0.01 - $0.50,SunOnly,YM,0,Crew,1
"$400,000 - $499,999",OWNER,English,N,21,70-74,English,ORANGE,ORANGE,92869,$10.00 - $10.99,7Day,MW,0,CustCall,1
"$  50,000 - $59,999",OWNER,unknown,N,24,75 years or more,English,LAGUNA WOODS,ORANGE,92637,$5.00 - $5.99,7DayT,ME,0,System,0
"Under $20,000",OWNER,Hispanic,N,38,75 years or more,Spanish,FULLERTON,ORANGE,92832,$2.00 - $2.99,Thu-SunT,FE,0,TeleIn,0
"$  90,000 - $99,999",OWNER,Hispanic,N,24,55-59,English,LAKEWOOD,LOS ANGELES,90715,$0.01 - $0.50,7Day,YM,0,Crew,1
"$150,000 - $174,999",OWNER,English,N,11,45-49,English,CERRITOS,LOS ANGELES,90703,$0.01 - $0.50,7DayOL,YM,0,CircAdm,0
"$200,000 - $249,999",OWNER,English,N,18,75 years or more,English,MISSION VIEJO,ORANGE,92692,$3.00 - $3.99,7Day,MW,5,CustCall,1
"$  90,000 - $99,999",OWNER,Welsh,N,12,75 years or more,English,MISSION VIEJO,ORANGE,92691,$2.00 - $2.99,7Day,MM,24,TeleIn,1
"$  50,000 - $59,999",OWNER,Hispanic,N,11,40-44,Spanish,PLACENTIA,ORANGE,92870,$0 - $0.01,SunOnly,FM,0,Partner,0
"Under $20,000",RENTER,English,N,1,30-34,English,WESTMINSTER,ORANGE,92683,$1.00 - $1.99,SunOnly,FE,0,CustCall,0
"Under $20,000",OWNER,Vietnamese,N,5,50-54,Vietnamese,WESTMINSTER,ORANGE,92685,$0.01 - $0.50,Thu-Sun,FM,0,Partner,1
"$100,000 - $124,999",OWNER,Ethiopian,N,12,40-44,Amharic,NEWPORT BEACH,ORANGE,92660,$2.00 - $2.99,Thu-Sun,YW,0,Crew,0
"$175,000 - $199,999",OWNER,English,Y,23,50-54,English,ORANGE,ORANGE,92867,$10.00 - $10.99,7Day,YW,0,CustCall,1
"$  40,000 - $49,999",RENTER,Hispanic,N,1,35-39,English,ANAHEIM,ORANGE,92804,$1.00 - $1.99,7DayT,FM,0,TeleIn,0
"$  70,000 - $79,999",OWNER,Italian,N,4,65-69,English,MISSION VIEJO,ORANGE,92692,$1.00 - $1.99,Thu-Sun,MM,0,System,0
"Under $20,000",RENTER,Vietnamese,N,4,25-29,Vietnamese,STANTON,ORANGE,90680,$1.00 - $1.99,SoooTFS,FE,0,Crew,0
"$175,000 - $199,999",OWNER,Italian,N,32,60-64,English,HUNTINGTON BEACH,ORANGE,92647,$10.00 - $10.99,7Day,MW,25,TeleIn,1
"$  20,000 - $29,999",RENTER,Hispanic,N,7,55-59,Spanish,SAN JUAN CAPISTRANO,ORANGE,92675,$1.00 - $1.99,SunOnly,FE,0,Event,0
"Under $20,000",OWNER,Korean,Y,27,50-54,Korean,SANTA ANA,ORANGE,92704,$0.01 - $0.50,SunOnly,MW,0,Internet,0
"$  80,000 - $89,999",OWNER,Vietnamese,N,4,45-49,English,ANAHEIM,ORANGE,92804,$0 - $0.01,SunOnly,MW,0,Partner,0
"$  70,000 - $79,999",OWNER,English,N,27,75 years or more,English,MISSION VIEJO,ORANGE,92692,$3.00 - $3.99,7Day,MW,0,CustCall,1
"$300,000 - $399,999",OWNER,English,Y,20,50-54,English,RANCHO SANTA MARGARITA,ORANGE,92688,$6.00 - $6.99,7Day,FW,0,CustCall,1
"Under $20,000",RENTER,Italian,N,1,30-34,English,ANAHEIM,ORANGE,92805,$4.00 - $4.99,7Day,FE,0,Crew,0
"$  20,000 - $29,999",RENTER,English,N,1,40-44,English,LONG BEACH,LOS ANGELES,90814,$0 - $0.01,SunOnly,YM,0,Partner,0
"$  30,000 - $39,999",OWNER,Hispanic,N,7,45-49,Spanish,SANTA ANA,ORANGE,92704,$1.00 - $1.99,SunOnly,FE,0,Partner,0
"$  60,000 - $69,999",RENTER,Persian,N,4,40-44,Farsi (Persian),BREA,ORANGE,92821,$2.00 - $2.99,7Day,FE,0,Crew,0
"$  30,000 - $39,999",RENTER,Hispanic,N,1,25-29,English,SANTA ANA,ORANGE,92705,$0.01 - $0.50,7Day,FE,0,Crew,1
"$100,000 - $124,999",OWNER,Filipino (Philippine),Y,20,50-54,English,FOUNTAIN VALLEY,ORANGE,92708,$0.51 - $0.99,SunOnly,MW,0,Partner,0
"$125,000 - $149,999",OWNER,English,N,46,75 years or more,English,ANAHEIM,ORANGE,92804,$7.00 - $7.99,7Day,FM,0,CustCall,1
"$  60,000 - $69,999",RENTER,Chinese,N,3,35-39,English,IRVINE,ORANGE,92604,$4.00 - $4.99,7Day,FM,0,Crew,0
"$300,000 - $399,999",OWNER,English,N,23,55-59,English,TRABUCO CANYON,ORANGE,92679,$10.00 - $10.99,7Day,FW,16,CustCall,0
"$150,000 - $174,999",OWNER,Scottish (Scotch),N,30,65-69,English,IRVINE,ORANGE,92604,$3.00 - $3.99,7Day,MW,0,CustCall,1
"Under $20,000",RENTER,Hispanic,N,7,24 years or less,Spanish,LAKE FOREST,ORANGE,92630,$2.00 - $2.99,Thu-Sun,FM,0,TeleIn,0
"$  60,000 - $69,999",OWNER,Japanese,Y,3,50-54,English,ORANGE,ORANGE,92869,$0.01 - $0.50,SunOnly,MM,0,PARTNER,1
"$400,000 - $499,999",OWNER,French,N,8,75 years or more,English,SAN JUAN CAPISTRANO,ORANGE,92677,$10.00 - $10.99,7Day,MM,0,VRU,1
"$  80,000 - $89,999",RENTER,Hispanic,N,3,30-34,Spanish,LAGUNA HILLS,ORANGE,92653,$3.00 - $3.99,SoooTFS,YM,0,Crew,0
"$125,000 - $149,999",OWNER,English,N,47,75 years or more,English,FULLERTON,ORANGE,92835,$0 - $0.01,SunOnly,YW,0,Partner,0
"$  50,000 - $59,999",RENTER,French,N,1,30-34,English,COSTA MESA,ORANGE,92626,$0.01 - $0.50,SunOnly,YM,0,CircAdm,0
"$  90,000 - $99,999",OWNER,Hispanic,N,1,35-39,English,LAKE FOREST,ORANGE,92630,$0 - $0.01,SunOnly,FM,0,Partner,1
"$100,000 - $124,999",OWNER,Hispanic,N,1,25-29,English,SAN CLEMENTE,ORANGE,92673,$0.01 - $0.50,SunOnly,FW,0,Partner,1
"$100,000 - $124,999",OWNER,Hispanic,N,18,65-69,English,ORANGE,ORANGE,92865,$0.01 - $0.50,SunOnly,YM,0,Partner,1
"$  30,000 - $39,999",OWNER,Portuguese,N,15,45-49,Portuguese,HUNTINGTON BEACH,ORANGE,92646,$4.00 - $4.99,7Day,FM,0,DirectMl,0
"$150,000 - $174,999",OWNER,Vietnamese,N,8,40-44,English,VILLA PARK,ORANGE,92861,$0 - $0.01,SunOnly,MM,0,Partner,1
"$100,000 - $124,999",OWNER,Bulgarian,N,10,45-49,English,ANAHEIM,ORANGE,92804,$0.01 - $0.50,SunOnly,FM,0,Partner,0
"$  30,000 - $39,999",OWNER,Dutch,N,44,75 years or more,English,ANAHEIM,ORANGE,92804,$0.01 - $0.50,SunOnly,MM,0,DirectMl,0
"$300,000 - $399,999",OWNER,Jewish,Y,7,55-59,English,LADERA RANCH,ORANGE,92694,$4.00 - $4.99,7Day,FW,0,CustCall,0
"$125,000 - $149,999",OWNER,unknown,N,22,50-54,English,RANCHO SANTA MARGARITA,ORANGE,92688,$0.01 - $0.50,SunOnly,YW,0,System,1
"$100,000 - $124,999",OWNER,German,N,7,35-39,English,HUNTINGTON BEACH,ORANGE,92646,$2.00 - $2.99,7DayT,MW,0,CustCall,0
"$  60,000 - $69,999",OWNER,Hispanic,Y,19,45-49,Spanish,ANAHEIM,ORANGE,92805,$0.01 - $0.50,SunOnly,FM,0,Partner,1
"$150,000 - $174,999",OWNER,English,Y,10,75 years or more,English,LAGUNA WOODS,ORANGE,92637,$3.00 - $3.99,SunOnly,ME,0,CustCall,0
"$  20,000 - $29,999",OWNER,English,N,7,50-54,English,MIDWAY CITY,ORANGE,92655,$2.00 - $2.99,Thu-Sun,MM,0,Crew,0
"$500,000 Plus",OWNER,Danish,Y,9,40-44,English,YORBA LINDA,ORANGE,92887,$3.00 - $3.99,7Day,FW,0,CustCall,0
"$100,000 - $124,999",OWNER,Vietnamese,N,21,45-49,English,WESTMINSTER,ORANGE,92683,$2.00 - $2.99,Thu-Sun,MW,0,Crew,0
"$  80,000 - $89,999",OWNER,English,N,14,50-54,English,SANTA ANA,ORANGE,92704,$0 - $0.01,SunOnly,FM,0,Partner,0
"$175,000 - $199,999",OWNER,Polish,Y,7,45-49,Polish,MISSION VIEJO,ORANGE,92692,$1.00 - $1.99,7Day,MW,0,SCinsert,0
"$125,000 - $149,999",OWNER,English,N,14,60-64,English,RANCHO SANTA MARGARITA,ORANGE,92688,$0.01 - $0.50,SunOnly,MW,0,Partner,1
"$100,000 - $124,999",OWNER,Indian,N,15,45-49,English,SAN JUAN CAPISTRANO,ORANGE,92675,$0.01 - $0.50,SunOnly,MM,0,Crew,0
"$300,000 - $399,999",OWNER,Italian,Y,12,45-49,English,IRVINE,ORANGE,92602,$0.01 - $0.50,SunOnly,MW,0,Partner,1
"$300,000 - $399,999",OWNER,Scottish (Scotch),N,24,75 years or more,English,YORBA LINDA,ORANGE,92886,$2.00 - $2.99,SoooTFS,MW,0,TeleIn,0
"$175,000 - $199,999",OWNER,German,N,24,65-69,English,NEWPORT BEACH,ORANGE,92660,$0.51 - $0.99,7Day,MW,25,System,1
"$  80,000 - $89,999",RENTER,Scottish (Scotch),N,1,24 years or less,English,ORANGE,ORANGE,92865,$0.01 - $0.50,7Day,YM,0,Crew,1
"$100,000 - $124,999",OWNER,unknown,N,21,55-59,English,ORANGE,ORANGE,92866,$0.51 - $0.99,SunOnly,MW,0,CircAdm,0
"$  80,000 - $89,999",OWNER,Vietnamese,Y,20,45-49,English,GARDEN GROVE,ORANGE,92843,$0 - $0.01,SunOnly,FM,0,Partner,1
"Under $20,000",RENTER,Hispanic,N,6,35-39,English,GARDEN GROVE,ORANGE,92844,$0 - $0.01,SunOnly,YM,0,Partner,0
"$125,000 - $149,999",OWNER,Italian,Y,22,55-59,English,YORBA LINDA,ORANGE,92886,$0.01 - $0.50,SunOnly,FW,0,Partner,1
"$300,000 - $399,999",OWNER,English,N,28,65-69,English,ORANGE,ORANGE,92861,$5.00 - $5.99,7Day,MW,1,TeleIn,1
"$175,000 - $199,999",OWNER,English,N,15,50-54,English,SAN JUAN CAPISTRANO,ORANGE,92673,$0.01 - $0.50,SunOnly,MW,0,Partner,1
"$100,000 - $124,999",RENTER,English,N,7,55-59,English,IRVINE,ORANGE,92620,$0 - $0.01,SunOnly,YM,0,Partner,0
"$175,000 - $199,999",OWNER,English,N,18,60-64,English,YORBA LINDA,ORANGE,92886,$3.00 - $3.99,Thu-Sun,MW,0,TeleIn,0
"$  70,000 - $79,999",OWNER,English,Y,8,50-54,English,HUNTINGTON BEACH,ORANGE,92647,$0 - $0.01,SunOnly,MW,0,Partner,1
"$  40,000 - $49,999",OWNER,Scottish (Scotch),N,42,75 years or more,English,HUNTINGTON BEACH,ORANGE,92647,$1.00 - $1.99,SoooTFS,MW,0,System,0
"$100,000 - $124,999",OWNER,German,N,25,65-69,English,HUNTINGTON BEACH,ORANGE,92647,$10.00 - $10.99,7Day,MW,2,CustCall,1
"$125,000 - $149,999",OWNER,Chinese,N,8,40-44,English,RANCHO SANTA MARGARITA,ORANGE,92688,$1.00 - $1.99,Thu-Sun,YW,0,Crew,0
"Under $20,000",OWNER,Hispanic,Y,20,60-64,Spanish,SANTA ANA,ORANGE,92703,$0.01 - $0.50,SunOnly,FE,0,Partner,0
"$  30,000 - $39,999",RENTER,Russian,N,3,25-29,English,GARDEN GROVE,ORANGE,92840,$0.01 - $0.50,SunOnly,YM,0,Internet,1
"$125,000 - $149,999",OWNER,Scottish (Scotch),N,36,70-74,English,GARDEN GROVE,ORANGE,92838,$3.00 - $3.99,7Day,MW,0,CustCall,1
"$  70,000 - $79,999",OWNER,English,N,29,65-69,English,HUNTINGTON BEACH,ORANGE,92646,$5.00 - $5.99,7Day,YW,0,System,1
"$400,000 - $499,999",OWNER,English,Y,9,60-64,English,IRVINE,ORANGE,92603,$4.00 - $4.99,7Day,FW,0,TeleOut,0
"$  90,000 - $99,999",OWNER,Irish,N,1,35-39,English,ORANGE,ORANGE,92868,$2.00 - $2.99,Thu-Sun,YM,0,CustCall,0
"$125,000 - $149,999",OWNER,Hispanic,Y,22,45-49,Spanish,WESTMINSTER,ORANGE,92683,$0 - $0.01,SunOnly,FM,0,Partner,1
"$  50,000 - $59,999",OWNER,Chinese,N,3,25-29,English,SANTA ANA,ORANGE,92701,$0.01 - $0.50,7Day,MW,0,Partner,1
"$  30,000 - $39,999",OWNER,German,Y,19,55-59,English,FULLERTON,ORANGE,92832,$4.00 - $4.99,7Day,YW,0,CustCall,1
"$100,000 - $124,999",OWNER,English,N,38,75 years or more,English,HUNTINGTON BEACH,ORANGE,92647,$0.01 - $0.50,SunOnly,MM,0,TeleIn,0
"$  30,000 - $39,999",OWNER,English,N,5,45-49,English,ANAHEIM,ORANGE,92806,$0 - $0.01,SunOnly,MM,0,Partner,1
"$300,000 - $399,999",OWNER,Jewish,Y,15,50-54,English,LAGUNA BEACH,ORANGE,92651,$4.00 - $4.99,7Day,YW,0,CustCall,0
"$100,000 - $124,999",OWNER,Scottish (Scotch),N,5,35-39,English,HUNTINGTON BEACH,ORANGE,92648,$1.00 - $1.99,SunOnly,FM,0,Crew,0
"Under $20,000",OWNER,English,N,12,75 years or more,English,HUNTINGTON BEACH,ORANGE,92647,$10.00 - $10.99,7Day,MW,0,CustCall,1
"$100,000 - $124,999",OWNER,English,N,33,70-74,English,HUNTINGTON BEACH,ORANGE,92647,$10.00 - $10.99,7Day,MW,0,Kiosk,1
"$  30,000 - $39,999",OWNER,Vietnamese,N,3,40-44,English,GARDEN GROVE,ORANGE,92840,$0.01 - $0.50,SunOnly,FM,0,Partner,1
"$  20,000 - $29,999",OWNER,Irish,N,7,70-74,English,TUSTIN,ORANGE,92782,$2.00 - $2.99,SunOnly,MW,0,TeleIn,0
"$  70,000 - $79,999",OWNER,Hispanic,N,9,50-54,Spanish,SANTA ANA,ORANGE,92703,$0 - $0.01,7Day,MW,0,Partner,1
"$  30,000 - $39,999",RENTER,English,N,6,55-59,English,CERRITOS,LOS ANGELES,90703,$0.01 - $0.50,SunOnly,MM,0,Partner,0
"$  50,000 - $59,999",RENTER,Korean,N,1,50-54,English,CYPRESS,ORANGE,90630,$0.01 - $0.50,SunOnly,YM,0,Partner,1
"$  40,000 - $49,999",OWNER,Hispanic,Y,17,55-59,Spanish,SANTA ANA,ORANGE,92704,$7.00 - $7.99,7Day,FE,0,TeleIn,0
"$  30,000 - $39,999",RENTER,Filipino (Philippine),N,4,65-69,English,WESTMINSTER,ORANGE,92683,$4.00 - $4.99,7Day,ME,8,DirectMl,1
"$300,000 - $399,999",OWNER,German,N,18,65-69,English,MISSION VIEJO,ORANGE,92691,$8.00 - $8.99,7Day,MM,0,CustCall,1
"$  20,000 - $29,999",RENTER,Swedish,N,6,50-54,English,BUENA PARK,ORANGE,90620,$0.01 - $0.50,SunOnly,ME,0,Partner,1
"$100,000 - $124,999",OWNER,Portuguese,Y,31,50-54,Portuguese,SANTA ANA,ORANGE,92707,$3.00 - $3.99,7Day,FM,1,Crew,0
"$125,000 - $149,999",OWNER,Greek,N,29,60-64,English,HUNTINGTON BEACH,ORANGE,92647,$9.00 - $9.99,7Day,MW,0,VRU,0
"$100,000 - $124,999",OWNER,English,N,41,75 years or more,English,FULLERTON,ORANGE,92833,$3.00 - $3.99,Thu-Sun,YW,0,Kiosk1,0
"Under $20,000",OWNER,Hispanic,Y,17,40-44,Spanish,SANTA ANA,ORANGE,92703,$0.01 - $0.50,SunOnly,FE,0,Crew1,1
